Year,Country,Attribute,Sector (NACE rev. 2),Unit,Value
2009,Greece,Number of persons employed,Bioethanol,Number of people employed,217.9223747
2009,Greece,Number of persons employed,Fishing and Aquaculture,Number of people employed,21740
2009,Greece,Number of persons employed,Food,Number of people employed,81219
2009,Greece,Number of persons employed,"Food, beverage and tobacco",Number of people employed,93863
2009,Greece,Number of persons employed,Forestry,Number of people employed,5590
2009,Greece,Number of persons employed,Leather,Number of people employed,1817.518104
2009,Greece,Number of persons employed,Liquid biofuels,Number of people employed,450.4418602
2009,Greece,Number of persons employed,Paper,Number of people employed,8506.867375
2009,Greece,Number of persons employed,Rubber and bio-based plastics,Number of people employed,189.1289438
2009,Greece,Number of persons employed,Tobacco,Number of people employed,2016
2009,Greece,Number of persons employed,Total sectors,Number of people employed,4556000
2009,Greece,Number of persons employed,Wood products,Number of people employed,13821.95335
2009,Greece,Number of persons employed,Wood products and furniture,Number of people employed,22533.9487
2009,Greece,Number of persons employed,Wooden furniture,Number of people employed,8711.995352
2009,Greece,Turnover,Agriculture,Million euros,10717.2
2009,Greece,Turnover,Beverage,Million euros,2163
2009,Greece,Turnover,Bio-based chemicals (excluding biofuels),Million euros,118.7610936
2009,Greece,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,857.965299
2009,Greece,Turnover,Bio-based electricity,Million euros,20.48406597
2009,Greece,Turnover,Bio-based pharmaceuticals,Million euros,718.6455039
2009,Greece,Turnover,Bio-based textile,Million euros,537.2266159
2009,Greece,Turnover,Bio-based textiles,Million euros,1341.645539
2009,Greece,Turnover,Bio-based wearing apparel,Million euros,694.26023
2009,Greece,Turnover,Biodiesel,Million euros,41.98718584
2009,Greece,Turnover,Bioeconomy,Million euros,30249.11223
2009,Greece,Turnover,Bioethanol,Million euros,42.2845871
2009,Greece,Turnover,Fishing and Aquaculture,Million euros,1023
2009,Greece,Turnover,Food,Million euros,11101.9
2009,Greece,Turnover,"Food, beverage and tobacco",Million euros,13817.8
2009,Greece,Turnover,Forestry,Million euros,66.8
2009,Greece,Turnover,Leather,Million euros,110.1586927
2009,Greece,Turnover,Liquid biofuels,Million euros,84.27177294
2009,Greece,Turnover,Paper,Million euros,1101.79546
2009,Greece,Turnover,Rubber and bio-based plastics,Million euros,20.5587016
2009,Greece,Turnover,Tobacco,Million euros,552.9
2009,Greece,Turnover,Wood products,Million euros,810.9759257
2009,Greece,Turnover,Wood products and furniture,Million euros,1218.150089
2009,Greece,Turnover,Wooden furniture,Million euros,407.1741633
2009,Greece,Value added at factor cost,Agriculture,Million euros,5902.4
2009,Greece,Value added at factor cost,Beverage,Million euros,1072.9
2009,Greece,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,43.52360346
2009,Greece,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,370.7789734
2009,Greece,Value added at factor cost,Bio-based electricity,Million euros,10.68132435
2009,Greece,Value added at factor cost,Bio-based pharmaceuticals,Million euros,319.4534104
2009,Greece,Value added at factor cost,Bio-based textile,Million euros,202.2643262
2009,Greece,Value added at factor cost,Bio-based textiles,Million euros,496.3483698
2009,Greece,Value added at factor cost,Bio-based wearing apparel,Million euros,250.7429186
2009,Greece,Value added at factor cost,Biodiesel,Million euros,8.567573376
2009,Greece,Value added at factor cost,Bioeconomy,Million euros,13134.44918
2009,Greece,Value added at factor cost,Bioethanol,Million euros,15.44572621
2009,Greece,Value added at factor cost,Fishing and Aquaculture,Million euros,704.2
2009,Greece,Value added at factor cost,Food,Million euros,3336.6
2009,Greece,Value added at factor cost,"Food, beverage and tobacco",Million euros,4719.3
2009,Greece,Value added at factor cost,Forestry,Million euros,56.1
2009,Greece,Value added at factor cost,Leather,Million euros,43.34112501
2009,Greece,Value added at factor cost,Liquid biofuels,Million euros,24.01329959
2009,Greece,Value added at factor cost,Paper,Million euros,374.3260323
2009,Greece,Value added at factor cost,Rubber and bio-based plastics,Million euros,7.801959551
2009,Greece,Value added at factor cost,Tobacco,Million euros,309.8
2009,Greece,Value added at factor cost,Wood products,Million euros,290.6826135
2009,Greece,Value added at factor cost,Wood products and furniture,Million euros,476.3011784
2009,Greece,Value added at factor cost,Wooden furniture,Million euros,185.6185649
2009,Hungary,Apparent labour productivity,Agriculture,1000 EUR per person,18.70794264
2009,Hungary,Apparent labour productivity,Beverage,1000 EUR per person,26.2811337
2009,Hungary,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,33.52098624
2009,Hungary,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,51.33822797
2009,Hungary,Apparent labour productivity,Bio-based electricity,1000 EUR per person,96.35225556
2009,Hungary,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,61.30646899
2009,Hungary,Apparent labour productivity,Bio-based textile,1000 EUR per person,9.165986949
2009,Hungary,Apparent labour productivity,Bio-based textiles,1000 EUR per person,7.459484778
2009,Hungary,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,6.695701438
2009,Hungary,Apparent labour productivity,Bioeconomy,1000 EUR per person,18.18634113
2009,Hungary,Apparent labour productivity,Bioethanol,1000 EUR per person,31.69934641
2009,Hungary,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,9.246575342
2009,Hungary,Apparent labour productivity,Food,1000 EUR per person,17.0620155
2009,Hungary,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,18.63144597
2009,Hungary,Apparent labour productivity,Forestry,1000 EUR per person,9.294582393
2009,Hungary,Apparent labour productivity,Leather,1000 EUR per person,8.360902256
2009,Hungary,Apparent labour productivity,Liquid biofuels,1000 EUR per person,31.69934641
2009,Hungary,Apparent labour productivity,Paper,1000 EUR per person,25.42950525
2009,Hungary,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,20.05011939
2009,Hungary,Apparent labour productivity,Tobacco,1000 EUR per person,53.22740814
2009,Hungary,Apparent labour productivity,Wood products,1000 EUR per person,9.46690675
2009,Hungary,Apparent labour productivity,Wood products and furniture,1000 EUR per person,9.387837637
2009,Hungary,Apparent labour productivity,Wooden furniture,1000 EUR per person,9.241306639
2009,Hungary,Location Quotient,Agriculture,Ratio,0.663822926
2009,Hungary,Location Quotient,Beverage,Ratio,1.719732274
2009,Hungary,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.553248994
2009,Hungary,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,1.46377433
2009,Hungary,Location Quotient,Bio-based electricity,Ratio,2.078956054
2009,Hungary,Location Quotient,Bio-based pharmaceuticals,Ratio,1.729205021
2009,Hungary,Location Quotient,Bio-based textile,Ratio,0.637134468
2009,Hungary,Location Quotient,Bio-based textiles,Ratio,0.985550129
2009,Hungary,Location Quotient,Bio-based wearing apparel,Ratio,1.233519013
2009,Hungary,Location Quotient,Biodiesel,Ratio,0
2009,Hungary,Location Quotient,Bioeconomy,Ratio,0.88959055
2009,Hungary,Location Quotient,Bioethanol,Ratio,0.948404884
2009,Hungary,Location Quotient,Fishing and Aquaculture,Ratio,0.413469539
2009,Hungary,Location Quotient,Food,Ratio,1.238511068
2009,Hungary,Location Quotient,"Food, beverage and tobacco",Ratio,1.285961447
2009,Hungary,Location Quotient,Forestry,Ratio,1.769036161
2009,Hungary,Location Quotient,Leather,Ratio,0.854171079
2009,Hungary,Location Quotient,Liquid biofuels,Ratio,0.381166709
2009,Hungary,Location Quotient,Paper,Ratio,0.932646469
2009,Hungary,Location Quotient,Rubber and bio-based plastics,Ratio,1.893665499
2009,Hungary,Location Quotient,Tobacco,Ratio,1.208476471
2009,Hungary,Location Quotient,Wood products,Ratio,0.940244136
2009,Hungary,Location Quotient,Wood products and furniture,Ratio,0.992584721
2009,Hungary,Location Quotient,Wooden furniture,Ratio,1.106760576
2009,Hungary,Number of persons employed,Agriculture,Number of people employed,145040
2009,Hungary,Number of persons employed,Beverage,Number of people employed,13972
2009,Hungary,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,1020.964958
2009,Hungary,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,11021.44111
2009,Hungary,Number of persons employed,Bio-based electricity,Number of people employed,602.5008462
2009,Hungary,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,8025.110472
2009,Hungary,Number of persons employed,Bio-based textile,Number of people employed,3198.509023
2009,Hungary,Number of persons employed,Bio-based textiles,Number of people employed,18509.96734
2009,Hungary,Number of persons employed,Bio-based wearing apparel,Number of people employed,11566.33993
2009,Hungary,Number of persons employed,Biodiesel,Number of people employed,0
2009,Hungary,Number of persons employed,Bioeconomy,Number of people employed,339069.9971
2009,Hungary,Number of persons employed,Bioethanol,Number of people employed,118.9653214
2009,Hungary,Number of persons employed,Fishing and Aquaculture,Number of people employed,1460
2009,Hungary,Number of persons employed,Food,Number of people employed,90300
2009,Hungary,Number of persons employed,"Food, beverage and tobacco",Number of people employed,105279
2009,Hungary,Number of persons employed,Forestry,Number of people employed,17720
2009,Hungary,Number of persons employed,Leather,Number of people employed,3745.118383
2009,Hungary,Number of persons employed,Liquid biofuels,Number of people employed,118.9653214
2009,Hungary,Number of persons employed,Paper,Number of people employed,11127.9559
2009,Hungary,Number of persons employed,Rubber and bio-based plastics,Number of people employed,1975.365681
2009,Hungary,Number of persons employed,Tobacco,Number of people employed,1007
2009,Hungary,Number of persons employed,Total sectors,Number of people employed,3747700
2009,Hungary,Number of persons employed,Wood products,Number of people employed,18309.97888
2009,Hungary,Number of persons employed,Wood products and furniture,Number of people employed,28190.16658
2009,Hungary,Number of persons employed,Wooden furniture,Number of people employed,9880.187698
2009,Hungary,Turnover,Agriculture,Million euros,7223.2
2009,Hungary,Turnover,Beverage,Million euros,1764.5
2009,Hungary,Turnover,Bio-based chemicals (excluding biofuels),Million euros,241.8766314
2009,Hungary,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,1549.360394
2009,Hungary,Turnover,Bio-based electricity,Million euros,151.5550369
2009,Hungary,Turnover,Bio-based pharmaceuticals,Million euros,1146.742169
2009,Hungary,Turnover,Bio-based textile,Million euros,99.46423859
2009,Hungary,Turnover,Bio-based textiles,Million euros,397.9271011
2009,Hungary,Turnover,Bio-based wearing apparel,Million euros,179.7078806
2009,Hungary,Turnover,Biodiesel,Million euros,0
2009,Hungary,Turnover,Bioeconomy,Million euros,22376.19341
2009,Hungary,Turnover,Bioethanol,Million euros,13.93760383
2009,Hungary,Turnover,Fishing and Aquaculture,Million euros,34.4
2009,Hungary,Turnover,Food,Million euros,7988
2009,Hungary,Turnover,"Food, beverage and tobacco",Million euros,10381.6
2009,Hungary,Turnover,Forestry,Million euros,378.2
2009,Hungary,Turnover,Leather,Million euros,118.7549819
2009,Hungary,Turnover,Liquid biofuels,Million euros,13.93760383
2009,Hungary,Turnover,Paper,Million euros,1110.11152
2009,Hungary,Turnover,Rubber and bio-based plastics,Million euros,160.7415938
2009,Hungary,Turnover,Tobacco,Million euros,629.1
2009,Hungary,Turnover,Wood products,Million euros,799.2570036
2009,Hungary,Turnover,Wood products and furniture,Million euros,1135.901755
2009,Hungary,Turnover,Wooden furniture,Million euros,336.6447515
2009,Hungary,Value added at factor cost,Agriculture,Million euros,2713.4
2009,Hungary,Value added at factor cost,Beverage,Million euros,367.2
2009,Hungary,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,34.22375232
2009,Hungary,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,565.8212563
2009,Hungary,Value added at factor cost,Bio-based electricity,Million euros,58.05231551
2009,Hungary,Value added at factor cost,Bio-based pharmaceuticals,Million euros,491.9911863
2009,Hungary,Value added at factor cost,Bio-based textile,Million euros,29.31749196
2009,Hungary,Value added at factor cost,Bio-based textiles,Million euros,138.0748196
2009,Hungary,Value added at factor cost,Bio-based wearing apparel,Million euros,77.44475893
2009,Hungary,Value added at factor cost,Biodiesel,Million euros,0
2009,Hungary,Value added at factor cost,Bioeconomy,Million euros,6166.442634
2009,Hungary,Value added at factor cost,Bioethanol,Million euros,3.771122933
2009,Hungary,Value added at factor cost,Fishing and Aquaculture,Million euros,13.5
2009,Hungary,Value added at factor cost,Food,Million euros,1540.7
2009,Hungary,Value added at factor cost,"Food, beverage and tobacco",Million euros,1961.5
2009,Hungary,Value added at factor cost,Forestry,Million euros,164.7
2009,Hungary,Value added at factor cost,Leather,Million euros,31.31256873
2009,Hungary,Value added at factor cost,Liquid biofuels,Million euros,3.771122933
2009,Hungary,Value added at factor cost,Paper,Million euros,282.9784129
2009,Hungary,Value added at factor cost,Rubber and bio-based plastics,Million euros,39.60631774
2009,Hungary,Value added at factor cost,Tobacco,Million euros,53.6
2009,Hungary,Value added at factor cost,Wood products,Million euros,173.3388627
2009,Hungary,Value added at factor cost,Wood products and furniture,Million euros,264.6447068
2009,Hungary,Value added at factor cost,Wooden furniture,Million euros,91.30584416
2009,Ireland,Apparent labour productivity,Agriculture,1000 EUR per person,8.39943802
2009,Ireland,Apparent labour productivity,Beverage,1000 EUR per person,137.7302874
2009,Ireland,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,318.5595978
2009,Ireland,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,812.1612806
2009,Ireland,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,828.6636971
2009,Ireland,Apparent labour productivity,Bio-based textile,1000 EUR per person,51.14155251
2009,Ireland,Apparent labour productivity,Bio-based textiles,1000 EUR per person,47.49780146
2009,Ireland,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,41.55313351
2009,Ireland,Apparent labour productivity,Bioeconomy,1000 EUR per person,68.15551965
2009,Ireland,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,43.10679612
2009,Ireland,Apparent labour productivity,Food,1000 EUR per person,121.1589024
2009,Ireland,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,122.7188642
2009,Ireland,Apparent labour productivity,Forestry,1000 EUR per person,38.84057971
2009,Ireland,Apparent labour productivity,Leather,1000 EUR per person,51.06382979
2009,Ireland,Apparent labour productivity,Paper,1000 EUR per person,50.04158581
2009,Ireland,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,49.68085106
2009,Ireland,Apparent labour productivity,Wood products,1000 EUR per person,49.48775008
2009,Ireland,Apparent labour productivity,Wood products and furniture,1000 EUR per person,46.78613164
2009,Ireland,Apparent labour productivity,Wooden furniture,1000 EUR per person,41.75095341
2009,Ireland,Location Quotient,Agriculture,Ratio,0.787578193
2009,Ireland,Location Quotient,Beverage,Ratio,0.93185863
2009,Ireland,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,0.062931674
2009,Ireland,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,1.178705246
2009,Ireland,Location Quotient,Bio-based pharmaceuticals,Ratio,1.863189773
2009,Ireland,Location Quotient,Bio-based textile,Ratio,0.308683723
2009,Ireland,Location Quotient,Bio-based textiles,Ratio,0.158881512
2009,Ireland,Location Quotient,Bio-based wearing apparel,Ratio,0.120673156
2009,Ireland,Location Quotient,Bioeconomy,Ratio,0.770174844
2009,Ireland,Location Quotient,Bioethanol,Ratio,0
2009,Ireland,Location Quotient,Fishing and Aquaculture,Ratio,1.084937071
2009,Ireland,Location Quotient,Food,Ratio,0.999235399
2009,Ireland,Location Quotient,"Food, beverage and tobacco",Ratio,0.982378402
2009,Ireland,Location Quotient,Forestry,Ratio,0.38431736
2009,Ireland,Location Quotient,Leather,Ratio,0.069074173
2009,Ireland,Location Quotient,Liquid biofuels,Ratio,0
2009,Ireland,Location Quotient,Paper,Ratio,0.555242506
2009,Ireland,Location Quotient,Rubber and bio-based plastics,Ratio,0.107334259
2009,Ireland,Location Quotient,Wood products,Ratio,0.497455013
2009,Ireland,Location Quotient,Wood products and furniture,Ratio,0.52410379
2009,Ireland,Location Quotient,Wooden furniture,Ratio,0.582235483
2009,Ireland,Number of persons employed,Agriculture,Number of people employed,92530
2009,Ireland,Number of persons employed,Beverage,Number of people employed,4071
2009,Ireland,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,62.4471792
2009,Ireland,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,4772.245863
2009,Ireland,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,4649.593215
2009,Ireland,Number of persons employed,Bio-based textile,Number of people employed,833.2657762
2009,Ireland,Number of persons employed,Bio-based textiles,Number of people employed,1604.551398
2009,Ireland,Number of persons employed,Bio-based wearing apparel,Number of people employed,608.4348889
2009,Ireland,Number of persons employed,Bioeconomy,Number of people employed,157849.0115
2009,Ireland,Number of persons employed,Bioethanol,Number of people employed,0
2009,Ireland,Number of persons employed,Fishing and Aquaculture,Number of people employed,2060
2009,Ireland,Number of persons employed,Food,Number of people employed,39175
2009,Ireland,Number of persons employed,"Food, beverage and tobacco",Number of people employed,43246
2009,Ireland,Number of persons employed,Forestry,Number of people employed,2070
2009,Ireland,Number of persons employed,Leather,Number of people employed,162.8507332
2009,Ireland,Number of persons employed,Liquid biofuels,Number of people employed,0
2009,Ireland,Number of persons employed,Paper,Number of people employed,3562.331953
2009,Ireland,Number of persons employed,Rubber and bio-based plastics,Number of people employed,60.20546788
2009,Ireland,Number of persons employed,Total sectors,Number of people employed,2015200
2009,Ireland,Number of persons employed,Wood products,Number of people employed,5209
2009,Ireland,Number of persons employed,Wood products and furniture,Number of people employed,8003.882276
2009,Ireland,Number of persons employed,Wooden furniture,Number of people employed,2794.882276
2009,Ireland,Turnover,Agriculture,Million euros,5057.8
2009,Ireland,Turnover,Beverage,Million euros,2920.4
2009,Ireland,Turnover,Bio-based chemicals (excluding biofuels),Million euros,46.43827871
2009,Ireland,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,9591.036465
2009,Ireland,Turnover,Bio-based pharmaceuticals,Million euros,9535.704714
2009,Ireland,Turnover,Bio-based textile,Million euros,134.1042513
2009,Ireland,Turnover,Bio-based textiles,Million euros,232.5739915
2009,Ireland,Turnover,Bio-based wearing apparel,Million euros,73.60901653
2009,Ireland,Turnover,Bioeconomy,Million euros,39805.20517
2009,Ireland,Turnover,Bioethanol,Million euros,0
2009,Ireland,Turnover,Fishing and Aquaculture,Million euros,336.8
2009,Ireland,Turnover,Food,Million euros,19766.9
2009,Ireland,Turnover,"Food, beverage and tobacco",Million euros,22687.3
2009,Ireland,Turnover,Forestry,Million euros,188.2
2009,Ireland,Turnover,Leather,Million euros,24.86072364
2009,Ireland,Turnover,Liquid biofuels,Million euros,0
2009,Ireland,Turnover,Paper,Million euros,549.2134181
2009,Ireland,Turnover,Rubber and bio-based plastics,Million euros,8.893472011
2009,Ireland,Turnover,Wood products,Million euros,844.7
2009,Ireland,Turnover,Wood products and furniture,Million euros,1162.281301
2009,Ireland,Turnover,Wooden furniture,Million euros,317.5813006
2009,Ireland,Value added at factor cost,Agriculture,Million euros,777.2
2009,Ireland,Value added at factor cost,Beverage,Million euros,560.7
2009,Ireland,Value added at factor cost,Bio-based chemicals (excluding biofuels),Million euros,19.89314829
2009,Ireland,Value added at factor cost,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,3875.833311
2009,Ireland,Value added at factor cost,Bio-based pharmaceuticals,Million euros,3852.949104
2009,Ireland,Value added at factor cost,Bio-based textile,Million euros,42.61450545
2009,Ireland,Value added at factor cost,Bio-based textiles,Million euros,76.21266374
2009,Ireland,Value added at factor cost,Bio-based wearing apparel,Million euros,25.28237617
2009,Ireland,Value added at factor cost,Bioeconomy,Million euros,10758.2814
2009,Ireland,Value added at factor cost,Bioethanol,Million euros,0
2009,Ireland,Value added at factor cost,Fishing and Aquaculture,Million euros,88.8
2009,Ireland,Value added at factor cost,Food,Million euros,4746.4
2009,Ireland,Value added at factor cost,"Food, beverage and tobacco",Million euros,5307.1
2009,Ireland,Value added at factor cost,Forestry,Million euros,80.4
2009,Ireland,Value added at factor cost,Leather,Million euros,8.315782123
2009,Ireland,Value added at factor cost,Liquid biofuels,Million euros,0
2009,Ireland,Value added at factor cost,Paper,Million euros,178.2647401
2009,Ireland,Value added at factor cost,Rubber and bio-based plastics,Million euros,2.991058883
2009,Ireland,Value added at factor cost,Wood products,Million euros,257.7816901
2009,Ireland,Value added at factor cost,Wood products and furniture,Million euros,374.4706898
2009,Ireland,Value added at factor cost,Wooden furniture,Million euros,116.6889997
2009,Italy,Apparent labour productivity,Agriculture,1000 EUR per person,29.08516202
2009,Italy,Apparent labour productivity,Beverage,1000 EUR per person,75.08686105
2009,Italy,Apparent labour productivity,Bio-based chemicals (excluding biofuels),1000 EUR per person,67.79017402
2009,Italy,Apparent labour productivity,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1000 EUR per person,95.0092854
2009,Italy,Apparent labour productivity,Bio-based electricity,1000 EUR per person,372.3028341
2009,Italy,Apparent labour productivity,Bio-based pharmaceuticals,1000 EUR per person,110.0846348
2009,Italy,Apparent labour productivity,Bio-based textile,1000 EUR per person,32.91350102
2009,Italy,Apparent labour productivity,Bio-based textiles,1000 EUR per person,29.8915432
2009,Italy,Apparent labour productivity,Bio-based wearing apparel,1000 EUR per person,27.11958723
2009,Italy,Apparent labour productivity,Biodiesel,1000 EUR per person,80.25590901
2009,Italy,Apparent labour productivity,Bioeconomy,1000 EUR per person,36.61960842
2009,Italy,Apparent labour productivity,Bioethanol,1000 EUR per person,-13.06019126
2009,Italy,Apparent labour productivity,Fishing and Aquaculture,1000 EUR per person,46.94827586
2009,Italy,Apparent labour productivity,Food,1000 EUR per person,45.29257415
2009,Italy,Apparent labour productivity,"Food, beverage and tobacco",1000 EUR per person,48.31321147
2009,Italy,Apparent labour productivity,Forestry,1000 EUR per person,46.621875
2009,Italy,Apparent labour productivity,Leather,1000 EUR per person,31.00812604
2009,Italy,Apparent labour productivity,Liquid biofuels,1000 EUR per person,58.48607673
2009,Italy,Apparent labour productivity,Paper,1000 EUR per person,47.48181531
2009,Italy,Apparent labour productivity,Rubber and bio-based plastics,1000 EUR per person,46.79741794
2009,Italy,Apparent labour productivity,Tobacco,1000 EUR per person,252.4907749
2009,Italy,Apparent labour productivity,Wood products,1000 EUR per person,28.5262103
2009,Italy,Apparent labour productivity,Wood products and furniture,1000 EUR per person,30.06542347
2009,Italy,Apparent labour productivity,Wooden furniture,1000 EUR per person,32.81737105
2009,Italy,Location Quotient,Agriculture,Ratio,0.66460581
2009,Italy,Location Quotient,Beverage,Ratio,0.731124007
2009,Italy,Location Quotient,Bio-based chemicals (excluding biofuels),Ratio,1.023210545
2009,Italy,Location Quotient,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Ratio,1.192929225
2009,Italy,Location Quotient,Bio-based electricity,Ratio,0.368791278
2009,Italy,Location Quotient,Bio-based pharmaceuticals,Ratio,1.339430235
2009,Italy,Location Quotient,Bio-based textile,Ratio,2.448476599
2009,Italy,Location Quotient,Bio-based textiles,Ratio,2.352170236
2009,Italy,Location Quotient,Bio-based wearing apparel,Ratio,1.995178646
2009,Italy,Location Quotient,Biodiesel,Ratio,0.787155907
2009,Italy,Location Quotient,Bioeconomy,Ratio,0.861797818
2009,Italy,Location Quotient,Bioethanol,Ratio,0.356434182
2009,Italy,Location Quotient,Fishing and Aquaculture,Ratio,1.355977539
2009,Italy,Location Quotient,Food,Ratio,0.888046991
2009,Italy,Location Quotient,"Food, beverage and tobacco",Ratio,0.865621347
2009,Italy,Location Quotient,Forestry,Ratio,0.52745669
2009,Italy,Location Quotient,Leather,Ratio,3.005363869
2009,Italy,Location Quotient,Liquid biofuels,Ratio,0.614047581
2009,Italy,Location Quotient,Paper,Ratio,1.039890957
2009,Italy,Location Quotient,Rubber and bio-based plastics,Ratio,0.841394282
2009,Italy,Location Quotient,Tobacco,Ratio,0.21478396
2009,Italy,Location Quotient,Wood products,Ratio,1.200779889
2009,Italy,Location Quotient,Wood products and furniture,Ratio,1.283852662
2009,Italy,Location Quotient,Wooden furniture,Ratio,1.46506777
2009,Italy,Number of persons employed,Agriculture,Number of people employed,879500
2009,Italy,Number of persons employed,Beverage,Number of people employed,35977
2009,Italy,Number of persons employed,Bio-based chemicals (excluding biofuels),Number of people employed,11436.45372
2009,Italy,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Number of people employed,54402.0296
2009,Italy,Number of persons employed,Bio-based electricity,Number of people employed,647.335105
2009,Italy,Number of persons employed,Bio-based pharmaceuticals,Number of people employed,37649.63723
2009,Italy,Number of persons employed,Bio-based textile,Number of people employed,74447.24042
2009,Italy,Number of persons employed,Bio-based textiles,Number of people employed,267566.5691
2009,Italy,Number of persons employed,Bio-based wearing apparel,Number of people employed,113309.9528
2009,Italy,Number of persons employed,Biodiesel,Number of people employed,889.9672282
2009,Italy,Number of persons employed,Bioeconomy,Number of people employed,1989485.409
2009,Italy,Number of persons employed,Bioethanol,Number of people employed,270.7959175
2009,Italy,Number of persons employed,Fishing and Aquaculture,Number of people employed,29000
2009,Italy,Number of persons employed,Food,Number of people employed,392157
2009,Italy,Number of persons employed,"Food, beverage and tobacco",Number of people employed,429218
2009,Italy,Number of persons employed,Forestry,Number of people employed,32000
2009,Italy,Number of persons employed,Leather,Number of people employed,79809.37591
2009,Italy,Number of persons employed,Liquid biofuels,Number of people employed,1160.763146
2009,Italy,Number of persons employed,Paper,Number of people employed,75148.84549
2009,Italy,Number of persons employed,Rubber and bio-based plastics,Number of people employed,5315.938647
2009,Italy,Number of persons employed,Tobacco,Number of people employed,1084
2009,Italy,Number of persons employed,Total sectors,Number of people employed,22698700
2009,Italy,Number of persons employed,Wood products,Number of people employed,141627.2368
2009,Italy,Number of persons employed,Wood products and furniture,Number of people employed,220841.8663
2009,Italy,Number of persons employed,Wooden furniture,Number of people employed,79214.62949
2009,Italy,Turnover,Agriculture,Million euros,47343.6
2009,Italy,Turnover,Beverage,Million euros,14881.2
2009,Italy,Turnover,Bio-based chemicals (excluding biofuels),Million euros,3983.031929
2009,Italy,Turnover,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",Million euros,19594.59218
2009,Italy,Turnover,Bio-based electricity,Million euros,865.1654249
2009,Italy,Turnover,Bio-based pharmaceuticals,Million euros,14636.95985
2009,Italy,Turnover,Bio-based textile,Million euros,9937.281571
2009,Italy,Turnover,Bio-based textiles,Million euros,36024.5431
2009,Italy,Turnover,Bio-based wearing apparel,Million euros,14162.27208
2009,Italy,Turnover,Biodiesel,Million euros,328.4828392
2009,Italy,Turnover,Bioeconomy,Million euros,264552.4641
2009,Italy,Turnover,Bioethanol,Million euros,145.2208484
2009,Italy,Turnover,Fishing and Aquaculture,Million euros,2027.6
2009,Italy,Turnover,Food,Million euros,97435.8
2009,Italy,Turnover,"Food, beverage and tobacco",Million euros,112977.4
2009,Italy,Turnover,Forestry,Million euros,2028.2
2009,Italy,Turnover,Leather,Million euros,11924.98945
2009,Italy,Turnover,Liquid biofuels,Million euros,473.7036876
2009,Italy,Turnover,Paper,Million euros,18539.84444
2009,Italy,Turnover,Rubber and bio-based plastics,Million euros,974.6004047
2009,Italy,Turnover,Tobacco,Million euros,660.4
2009,Italy,Turnover,Wood products,Million euros,14966.51294
2009,Italy,Turnover,Wood products and furniture,Million euros,24677.81529
2009,Italy,Turnover,Wooden furniture,Million euros,9711.302356
