FREQ,TIME_FORMAT,TIME_PERIOD,SECTPERF,UNIT,GEO,OBS_STATUS,OBS_VALUE,SHARE,FREQ_DESC,TIME_FORMAT_DESC,TIME_PERIOD_DESC,OBS_STATUS_DESC,SECTPERF_DESC,UNIT_DESC,GEO_DESC
A,P1Y,2007,HES,MIO_NAC,SE,,23535,0.219,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Sweden
A,P1Y,2007,TOTAL,MIO_NAC,SE,,107372,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Sweden
A,P1Y,2007,BES,MIO_NAC,RO,,906.506,0.416,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Romania
A,P1Y,2007,GOV,MIO_NAC,RO,,739.165,0.339,Annual,Annual,Year 2007,No data,Government sector,Million units of national currency,Romania
A,P1Y,2007,HES,MIO_NAC,RO,,524.742,0.241,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Romania
A,P1Y,2007,PNP,MIO_NAC,RO,,6.922,0.003,Annual,Annual,Year 2007,No data,Private non-profit sector,Million units of national currency,Romania
A,P1Y,2007,TOTAL,MIO_NAC,RO,,2177.335,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Romania
A,P1Y,2007,BES,MIO_NAC,PT,,1010.79,0.512,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Portugal
A,P1Y,2007,GOV,MIO_NAC,PT,,184.475,0.094,Annual,Annual,Year 2007,No data,Government sector,Million units of national currency,Portugal
A,P1Y,2007,HES,MIO_NAC,PT,,586.965,0.298,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Portugal
A,P1Y,2007,PNP,MIO_NAC,PT,,190.503,0.097,Annual,Annual,Year 2007,No data,Private non-profit sector,Million units of national currency,Portugal
A,P1Y,2007,TOTAL,MIO_NAC,PT,,1972.733,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Portugal
A,P1Y,2007,BES,MIO_NAC,PL,,2025.7,0.304,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Poland
A,P1Y,2007,GOV,MIO_NAC,PL,,2364.5,0.354,Annual,Annual,Year 2007,No data,Government sector,Million units of national currency,Poland
A,P1Y,2007,HES,MIO_NAC,PL,,2262.6,0.339,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Poland
A,P1Y,2007,PNP,MIO_NAC,PL,,20.2,0.003,Annual,Annual,Year 2007,No data,Private non-profit sector,Million units of national currency,Poland
A,P1Y,2007,TOTAL,MIO_NAC,PL,,6673,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Poland
A,P1Y,2008,GOV,MIO_EUR,AT,e,403.21,0.053,Annual,Annual,Year 2008,estimated,Government sector,Million euro,Austria
A,P1Y,2008,HES,MIO_EUR,AT,e,1884.56,0.25,Annual,Annual,Year 2008,estimated,Higher education sector,Million euro,Austria
A,P1Y,2008,PNP,MIO_EUR,AT,e,27.67,0.004,Annual,Annual,Year 2008,estimated,Private non-profit sector,Million euro,Austria
A,P1Y,2008,TOTAL,MIO_EUR,AT,e,7548.06,1,Annual,Annual,Year 2008,estimated,All sectors,Million euro,Austria
A,P1Y,2008,PNP,MIO_EUR,UK,e,758.476,0.024,Annual,Annual,Year 2008,estimated,Private non-profit sector,Million euro,United Kingdom
A,P1Y,2008,TOTAL,MIO_EUR,UK,e,32200.441,1,Annual,Annual,Year 2008,estimated,All sectors,Million euro,United Kingdom
A,P1Y,2008,BES,MIO_EUR,SE,e,9118.999,0.741,Annual,Annual,Year 2008,estimated,Business enterprise sector,Million euro,Sweden
A,P1Y,2008,GOV,MIO_EUR,SE,e,546.843,0.044,Annual,Annual,Year 2008,estimated,Government sector,Million euro,Sweden
A,P1Y,2008,HES,MIO_EUR,SE,e,2624.386,0.213,Annual,Annual,Year 2008,estimated,Higher education sector,Million euro,Sweden
A,P1Y,2008,PNP,MIO_EUR,SE,e,24.129,0.002,Annual,Annual,Year 2008,estimated,Private non-profit sector,Million euro,Sweden
A,P1Y,2008,TOTAL,MIO_EUR,SE,e,12314.356,1,Annual,Annual,Year 2008,estimated,All sectors,Million euro,Sweden
A,P1Y,2008,BES,MIO_NAC,AT,e,5232.63,0.693,Annual,Annual,Year 2008,estimated,Business enterprise sector,Million units of national currency,Austria
A,P1Y,2008,GOV,MIO_NAC,AT,e,403.21,0.053,Annual,Annual,Year 2008,estimated,Government sector,Million units of national currency,Austria
A,P1Y,2008,HES,MIO_NAC,AT,e,1884.56,0.25,Annual,Annual,Year 2008,estimated,Higher education sector,Million units of national currency,Austria
A,P1Y,2008,PNP,MIO_NAC,AT,e,27.67,0.004,Annual,Annual,Year 2008,estimated,Private non-profit sector,Million units of national currency,Austria
A,P1Y,2008,TOTAL,MIO_NAC,AT,e,7548.06,1,Annual,Annual,Year 2008,estimated,All sectors,Million units of national currency,Austria
A,P1Y,2008,PNP,MIO_NAC,UK,e,603.975,0.024,Annual,Annual,Year 2008,estimated,Private non-profit sector,Million units of national currency,United Kingdom
A,P1Y,2008,TOTAL,MIO_NAC,UK,e,25641.211,1,Annual,Annual,Year 2008,estimated,All sectors,Million units of national currency,United Kingdom
A,P1Y,2008,BES,MIO_NAC,SE,e,87681,0.741,Annual,Annual,Year 2008,estimated,Business enterprise sector,Million units of national currency,Sweden
A,P1Y,2008,GOV,MIO_NAC,SE,e,5258,0.044,Annual,Annual,Year 2008,estimated,Government sector,Million units of national currency,Sweden
A,P1Y,2008,HES,MIO_NAC,SE,e,25234,0.213,Annual,Annual,Year 2008,estimated,Higher education sector,Million units of national currency,Sweden
A,P1Y,2008,PNP,MIO_NAC,SE,e,232,0.002,Annual,Annual,Year 2008,estimated,Private non-profit sector,Million units of national currency,Sweden
A,P1Y,2008,TOTAL,MIO_NAC,SE,e,118405,1,Annual,Annual,Year 2008,estimated,All sectors,Million units of national currency,Sweden
A,P1Y,2008,TOTAL,PC_GDP,EL,be,0.66,1,Annual,Annual,Year 2008,"Break in series, Estimated value",All sectors,Percentage of GDP,Greece
A,P1Y,2010,TOTAL,MIO_NAC,FR,b,43468.832,1,Annual,Annual,Year 2010,break in time series,All sectors,Million units of national currency,France
A,P1Y,2010,GOV,MIO_NAC,FR,b,6092.806,0.14,Annual,Annual,Year 2010,break in time series,Government sector,Million units of national currency,France
A,P1Y,2010,TOTAL,MIO_EUR,FR,b,43468.832,1,Annual,Annual,Year 2010,break in time series,All sectors,Million euro,France
A,P1Y,2010,GOV,MIO_EUR,FR,b,6092.806,0.14,Annual,Annual,Year 2010,break in time series,Government sector,Million euro,France
A,P1Y,2010,TOTAL,PC_GDP,FR,b,2.18,1,Annual,Annual,Year 2010,break in time series,All sectors,Percentage of GDP,France
A,P1Y,2010,PNP,MIO_NAC,NL,d,,,Annual,Annual,Year 2010,"definition differs, see metadata",Private non-profit sector,Million units of national currency,Netherlands
A,P1Y,2010,GOV,MIO_NAC,NL,d,1279,0.117,Annual,Annual,Year 2010,"definition differs, see metadata",Government sector,Million units of national currency,Netherlands
A,P1Y,2010,GOV,MIO_NAC,SK,d,124.752,0.3,Annual,Annual,Year 2010,"definition differs, see metadata",Government sector,Million units of national currency,Slovakia
A,P1Y,2010,HES,MIO_NAC,HU,d,61819,0.199,Annual,Annual,Year 2010,"definition differs, see metadata",Higher education sector,Million units of national currency,Hungary
A,P1Y,2010,GOV,MIO_NAC,HU,d,57450.1,0.185,Annual,Annual,Year 2010,"definition differs, see metadata",Government sector,Million units of national currency,Hungary
A,P1Y,2010,BES,MIO_NAC,HU,d,185547.6,0.598,Annual,Annual,Year 2010,"definition differs, see metadata",Business enterprise sector,Million units of national currency,Hungary
A,P1Y,2010,PNP,MIO_NAC,DE,d,,,Annual,Annual,Year 2010,"definition differs, see metadata",Private non-profit sector,Million units of national currency,Germany
A,P1Y,2010,GOV,MIO_NAC,DE,d,10353.729,0.148,Annual,Annual,Year 2010,"definition differs, see metadata",Government sector,Million units of national currency,Germany
A,P1Y,2010,PNP,MIO_EUR,NL,d,,,Annual,Annual,Year 2010,"definition differs, see metadata",Private non-profit sector,Million euro,Netherlands
A,P1Y,2010,GOV,MIO_EUR,NL,d,1279,0.117,Annual,Annual,Year 2010,"definition differs, see metadata",Government sector,Million euro,Netherlands
A,P1Y,2010,GOV,MIO_EUR,SK,d,124.752,0.3,Annual,Annual,Year 2010,"definition differs, see metadata",Government sector,Million euro,Slovakia
A,P1Y,2010,HES,MIO_EUR,HU,d,224.405,0.199,Annual,Annual,Year 2010,"definition differs, see metadata",Higher education sector,Million euro,Hungary
A,P1Y,2010,GOV,MIO_EUR,HU,d,208.545,0.185,Annual,Annual,Year 2010,"definition differs, see metadata",Government sector,Million euro,Hungary
A,P1Y,2010,BES,MIO_EUR,HU,d,673.543,0.598,Annual,Annual,Year 2010,"definition differs, see metadata",Business enterprise sector,Million euro,Hungary
A,P1Y,2010,PNP,MIO_EUR,DE,d,,,Annual,Annual,Year 2010,"definition differs, see metadata",Private non-profit sector,Million euro,Germany
A,P1Y,2010,GOV,MIO_EUR,DE,d,10353.729,0.148,Annual,Annual,Year 2010,"definition differs, see metadata",Government sector,Million euro,Germany
A,P1Y,2010,PNP,PPS_HAB_KP05,NL,d,,,Annual,Annual,Year 2010,"definition differs, see metadata",Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Netherlands
A,P1Y,2009,TOTAL,MIO_NAC,SK,,302.994,1,Annual,Annual,Year 2009,No data,All sectors,Million units of national currency,Slovakia
A,P1Y,2012,TOTAL,MIO_NAC,SK,,585.225,1,Annual,Annual,Year 2012,No data,All sectors,Million units of national currency,Slovakia
A,P1Y,2009,PNP,MIO_NAC,SK,,0.144,0,Annual,Annual,Year 2009,No data,Private non-profit sector,Million units of national currency,Slovakia
A,P1Y,2012,PNP,MIO_NAC,SK,,0.6,0.001,Annual,Annual,Year 2012,No data,Private non-profit sector,Million units of national currency,Slovakia
A,P1Y,2009,HES,MIO_NAC,SK,,75.775,0.25,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,Slovakia
A,P1Y,2012,HES,MIO_NAC,SK,,199.132,0.34,Annual,Annual,Year 2012,No data,Higher education sector,Million units of national currency,Slovakia
A,P1Y,2009,BES,MIO_NAC,SK,,124.376,0.41,Annual,Annual,Year 2009,No data,Business enterprise sector,Million units of national currency,Slovakia
A,P1Y,2012,BES,MIO_NAC,SK,,241.979,0.413,Annual,Annual,Year 2012,No data,Business enterprise sector,Million units of national currency,Slovakia
A,P1Y,2009,HES,MIO_NAC,UK,,7228,0.279,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,United Kingdom
A,P1Y,2012,HES,MIO_NAC,UK,,7211.5,0.267,Annual,Annual,Year 2012,No data,Higher education sector,Million units of national currency,United Kingdom
A,P1Y,2009,GOV,MIO_NAC,UK,,2370,0.092,Annual,Annual,Year 2009,No data,Government sector,Million units of national currency,United Kingdom
A,P1Y,2012,GOV,MIO_NAC,UK,,2173,0.08,Annual,Annual,Year 2012,No data,Government sector,Million units of national currency,United Kingdom
A,P1Y,2009,BES,MIO_NAC,UK,,15624,0.604,Annual,Annual,Year 2009,No data,Business enterprise sector,Million units of national currency,United Kingdom
A,P1Y,2012,BES,MIO_NAC,UK,,17106.7,0.633,Annual,Annual,Year 2012,No data,Business enterprise sector,Million units of national currency,United Kingdom
A,P1Y,2009,TOTAL,MIO_NAC,AT,,7479.745,1,Annual,Annual,Year 2009,No data,All sectors,Million units of national currency,Austria
A,P1Y,2009,HES,MIO_NAC,AT,,1951.845,0.261,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,Austria
A,P1Y,2009,GOV,MIO_NAC,AT,,399.093,0.053,Annual,Annual,Year 2009,No data,Government sector,Million units of national currency,Austria
A,P1Y,2009,BES,MIO_NAC,AT,,5092.902,0.681,Annual,Annual,Year 2009,No data,Business enterprise sector,Million units of national currency,Austria
A,P1Y,2009,PNP,MIO_NAC,BE,,69.154,0.01,Annual,Annual,Year 2009,No data,Private non-profit sector,Million units of national currency,Belgium
A,P1Y,2009,HES,MIO_NAC,BE,,1642.796,0.237,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,Belgium
A,P1Y,2009,BES,MIO_NAC,BE,,4574.767,0.661,Annual,Annual,Year 2009,No data,Business enterprise sector,Million units of national currency,Belgium
A,P1Y,2009,TOTAL,MIO_NAC,BG,,361.06,1,Annual,Annual,Year 2009,No data,All sectors,Million units of national currency,Bulgaria
A,P1Y,2012,TOTAL,MIO_NAC,BG,,496.176,1,Annual,Annual,Year 2012,No data,All sectors,Million units of national currency,Bulgaria
A,P1Y,2009,PNP,MIO_NAC,BG,,2.746,0.008,Annual,Annual,Year 2009,No data,Private non-profit sector,Million units of national currency,Bulgaria
A,P1Y,2012,PNP,MIO_NAC,BG,,7.043,0.014,Annual,Annual,Year 2012,No data,Private non-profit sector,Million units of national currency,Bulgaria
A,P1Y,2009,HES,MIO_NAC,BG,,50.676,0.14,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,Bulgaria
A,P1Y,2012,HES,MIO_NAC,BG,,39.866,0.08,Annual,Annual,Year 2012,No data,Higher education sector,Million units of national currency,Bulgaria
A,P1Y,2009,GOV,MIO_NAC,BG,,199.464,0.552,Annual,Annual,Year 2009,No data,Government sector,Million units of national currency,Bulgaria
A,P1Y,2012,GOV,MIO_NAC,BG,,148.962,0.3,Annual,Annual,Year 2012,No data,Government sector,Million units of national currency,Bulgaria
A,P1Y,2009,BES,MIO_NAC,BG,,108.174,0.3,Annual,Annual,Year 2009,No data,Business enterprise sector,Million units of national currency,Bulgaria
A,P1Y,2012,BES,MIO_NAC,BG,,300.305,0.605,Annual,Annual,Year 2012,No data,Business enterprise sector,Million units of national currency,Bulgaria
A,P1Y,2009,TOTAL,MIO_NAC,CY,,82.988,1,Annual,Annual,Year 2009,No data,All sectors,Million units of national currency,Cyprus
A,P1Y,2009,PNP,MIO_NAC,CY,,11.334,0.137,Annual,Annual,Year 2009,No data,Private non-profit sector,Million units of national currency,Cyprus
A,P1Y,2012,PNP,MIO_NAC,CY,,10.996,0.129,Annual,Annual,Year 2012,No data,Private non-profit sector,Million units of national currency,Cyprus
A,P1Y,2009,HES,MIO_NAC,CY,,38.278,0.461,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,Cyprus
A,P1Y,2012,HES,MIO_NAC,CY,,46.671,0.547,Annual,Annual,Year 2012,No data,Higher education sector,Million units of national currency,Cyprus
A,P1Y,2009,GOV,MIO_NAC,CY,,16.942,0.204,Annual,Annual,Year 2009,No data,Government sector,Million units of national currency,Cyprus
A,P1Y,2012,GOV,MIO_NAC,CY,,13.696,0.161,Annual,Annual,Year 2012,No data,Government sector,Million units of national currency,Cyprus
A,P1Y,2009,BES,MIO_NAC,CY,,16.434,0.198,Annual,Annual,Year 2009,No data,Business enterprise sector,Million units of national currency,Cyprus
A,P1Y,2009,TOTAL,MIO_NAC,FI,,6786.472,1,Annual,Annual,Year 2009,No data,All sectors,Million units of national currency,Finland
A,P1Y,2012,TOTAL,MIO_NAC,FI,,6831.888,1,Annual,Annual,Year 2012,No data,All sectors,Million units of national currency,Finland
A,P1Y,2009,PNP,MIO_NAC,FI,,39.205,0.006,Annual,Annual,Year 2009,No data,Private non-profit sector,Million units of national currency,Finland
A,P1Y,2012,PNP,MIO_NAC,FI,,46.385,0.007,Annual,Annual,Year 2012,No data,Private non-profit sector,Million units of national currency,Finland
A,P1Y,2009,HES,MIO_NAC,FI,,1282.808,0.189,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,Finland
A,P1Y,2012,HES,MIO_NAC,FI,,1474.642,0.216,Annual,Annual,Year 2012,No data,Higher education sector,Million units of national currency,Finland
A,P1Y,2009,GOV,MIO_NAC,FI,,617.296,0.091,Annual,Annual,Year 2009,No data,Government sector,Million units of national currency,Finland
A,P1Y,2012,GOV,MIO_NAC,FI,,615.864,0.09,Annual,Annual,Year 2012,No data,Government sector,Million units of national currency,Finland
A,P1Y,2009,BES,MIO_NAC,FI,,4847.164,0.714,Annual,Annual,Year 2009,No data,Business enterprise sector,Million units of national currency,Finland
A,P1Y,2012,BES,MIO_NAC,FI,,4694.997,0.687,Annual,Annual,Year 2012,No data,Business enterprise sector,Million units of national currency,Finland
A,P1Y,2009,TOTAL,MIO_NAC,FR,,42834.917,1,Annual,Annual,Year 2009,No data,All sectors,Million units of national currency,France
A,P1Y,2009,PNP,MIO_NAC,FR,,512.289,0.012,Annual,Annual,Year 2009,No data,Private non-profit sector,Million units of national currency,France
A,P1Y,2009,HES,MIO_NAC,FR,,8910.844,0.208,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,France
A,P1Y,2009,GOV,MIO_NAC,FR,,6985.851,0.163,Annual,Annual,Year 2009,No data,Government sector,Million units of national currency,France
A,P1Y,2009,BES,MIO_NAC,FR,,26425.933,0.617,Annual,Annual,Year 2009,No data,Business enterprise sector,Million units of national currency,France
A,P1Y,2009,TOTAL,MIO_NAC,HR,,2794.17,1,Annual,Annual,Year 2009,No data,All sectors,Million units of national currency,Croatia
A,P1Y,2012,TOTAL,MIO_NAC,HR,,2482.157,1,Annual,Annual,Year 2012,No data,All sectors,Million units of national currency,Croatia
A,P1Y,2009,PNP,MIO_NAC,HR,,3.311,0.001,Annual,Annual,Year 2009,No data,Private non-profit sector,Million units of national currency,Croatia
A,P1Y,2009,HES,MIO_NAC,HR,,902.711,0.323,Annual,Annual,Year 2009,No data,Higher education sector,Million units of national currency,Croatia
A,P1Y,2012,HES,MIO_NAC,HR,,658.574,0.265,Annual,Annual,Year 2012,No data,Higher education sector,Million units of national currency,Croatia
A,P1Y,2009,GOV,MIO_NAC,HR,,758.811,0.272,Annual,Annual,Year 2009,No data,Government sector,Million units of national currency,Croatia
A,P1Y,2010,PNP,PPS_HAB_KP05,RO,,0.2,0.004,Annual,Annual,Year 2010,No data,Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Romania
A,P1Y,2010,PNP,PPS_HAB_KP05,PL,,0.3,0.003,Annual,Annual,Year 2010,No data,Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Poland
A,P1Y,2010,BES,MIO_EUR,ES,,7506.443,0.515,Annual,Annual,Year 2010,No data,Business enterprise sector,Million euro,Spain
A,P1Y,2010,GOV,MIO_EUR,ES,,2930.562,0.201,Annual,Annual,Year 2010,No data,Government sector,Million euro,Spain
A,P1Y,2010,HES,MIO_EUR,ES,,4123.15,0.283,Annual,Annual,Year 2010,No data,Higher education sector,Million euro,Spain
A,P1Y,2010,PNP,MIO_EUR,ES,,28.3,0.002,Annual,Annual,Year 2010,No data,Private non-profit sector,Million euro,Spain
A,P1Y,2010,TOTAL,MIO_EUR,ES,,14588.455,1,Annual,Annual,Year 2010,No data,All sectors,Million euro,Spain
A,P1Y,2010,BES,MIO_EUR,EE,,116.763,0.502,Annual,Annual,Year 2010,No data,Business enterprise sector,Million euro,Estonia
A,P1Y,2010,GOV,MIO_EUR,EE,,24.561,0.106,Annual,Annual,Year 2010,No data,Government sector,Million euro,Estonia
A,P1Y,2010,HES,MIO_EUR,EE,,88.533,0.38,Annual,Annual,Year 2010,No data,Higher education sector,Million euro,Estonia
A,P1Y,2010,PNP,MIO_EUR,EE,,2.903,0.012,Annual,Annual,Year 2010,No data,Private non-profit sector,Million euro,Estonia
A,P1Y,2010,TOTAL,MIO_EUR,EE,,232.76,1,Annual,Annual,Year 2010,No data,All sectors,Million euro,Estonia
A,P1Y,2010,BES,MIO_EUR,DK,,4755.092,0.67,Annual,Annual,Year 2010,No data,Business enterprise sector,Million euro,Denmark
A,P1Y,2010,GOV,MIO_EUR,DK,,156.613,0.022,Annual,Annual,Year 2010,No data,Government sector,Million euro,Denmark
A,P1Y,2010,HES,MIO_EUR,DK,,2150.387,0.303,Annual,Annual,Year 2010,No data,Higher education sector,Million euro,Denmark
A,P1Y,2010,PNP,MIO_EUR,DK,,31.158,0.004,Annual,Annual,Year 2010,No data,Private non-profit sector,Million euro,Denmark
A,P1Y,2010,TOTAL,MIO_EUR,DK,,7093.296,1,Annual,Annual,Year 2010,No data,All sectors,Million euro,Denmark
A,P1Y,2010,BES,MIO_EUR,DE,,46929,0.67,Annual,Annual,Year 2010,No data,Business enterprise sector,Million euro,Germany
A,P1Y,2010,BES,MIO_EUR,CZ,,1208.836,0.577,Annual,Annual,Year 2010,No data,Business enterprise sector,Million euro,Czechia
A,P1Y,2010,GOV,MIO_EUR,CZ,,453.611,0.217,Annual,Annual,Year 2010,No data,Government sector,Million euro,Czechia
A,P1Y,2010,HES,MIO_EUR,CZ,,419.873,0.2,Annual,Annual,Year 2010,No data,Higher education sector,Million euro,Czechia
A,P1Y,2010,PNP,MIO_EUR,CZ,,12.822,0.006,Annual,Annual,Year 2010,No data,Private non-profit sector,Million euro,Czechia
A,P1Y,2010,TOTAL,MIO_EUR,CZ,,2095.142,1,Annual,Annual,Year 2010,No data,All sectors,Million euro,Czechia
A,P1Y,2010,GOV,MIO_EUR,IE,,127.4,0.048,Annual,Annual,Year 2010,No data,Government sector,Million euro,Ireland
A,P1Y,2010,HES,MIO_EUR,IE,,708.5,0.265,Annual,Annual,Year 2010,No data,Higher education sector,Million euro,Ireland
A,P1Y,2007,BES,MIO_NAC,NL,,5495,0.531,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Netherlands
A,P1Y,2007,HES,MIO_NAC,NL,,3588,0.347,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Netherlands
A,P1Y,2007,TOTAL,MIO_NAC,NL,,10342,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Netherlands
A,P1Y,2007,BES,MIO_NAC,MT,,20.902,0.662,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Malta
A,P1Y,2007,GOV,MIO_NAC,MT,,0.581,0.018,Annual,Annual,Year 2007,No data,Government sector,Million units of national currency,Malta
A,P1Y,2007,HES,MIO_NAC,MT,,10.097,0.32,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Malta
A,P1Y,2007,PNP,MIO_NAC,MT,,0,0,Annual,Annual,Year 2007,No data,Private non-profit sector,Million units of national currency,Malta
A,P1Y,2007,TOTAL,MIO_NAC,MT,,31.58,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Malta
A,P1Y,2007,BES,MIO_NAC,LV,,40.728,0.326,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Latvia
A,P1Y,2007,GOV,MIO_NAC,LV,,30.347,0.243,Annual,Annual,Year 2007,No data,Government sector,Million units of national currency,Latvia
A,P1Y,2007,HES,MIO_NAC,LV,,54.038,0.432,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Latvia
A,P1Y,2007,TOTAL,MIO_NAC,LV,,125.113,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Latvia
A,P1Y,2007,BES,MIO_NAC,LU,,495,0.837,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Luxembourg
A,P1Y,2007,GOV,MIO_NAC,LU,,79,0.134,Annual,Annual,Year 2007,No data,Government sector,Million units of national currency,Luxembourg
A,P1Y,2007,BES,MIO_NAC,LT,,66.352,0.285,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Lithuania
A,P1Y,2007,GOV,MIO_NAC,LT,,48.482,0.208,Annual,Annual,Year 2007,No data,Government sector,Million units of national currency,Lithuania
A,P1Y,2007,HES,MIO_NAC,LT,,117.76,0.506,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Lithuania
A,P1Y,2007,TOTAL,MIO_NAC,LT,,232.594,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Lithuania
A,P1Y,2007,BES,MIO_NAC,IT,,9454.7,0.519,Annual,Annual,Year 2007,No data,Business enterprise sector,Million units of national currency,Italy
A,P1Y,2007,GOV,MIO_NAC,IT,,2644.3,0.145,Annual,Annual,Year 2007,No data,Government sector,Million units of national currency,Italy
A,P1Y,2007,HES,MIO_NAC,IT,,5495.2,0.301,Annual,Annual,Year 2007,No data,Higher education sector,Million units of national currency,Italy
A,P1Y,2007,PNP,MIO_NAC,IT,,637.2,0.035,Annual,Annual,Year 2007,No data,Private non-profit sector,Million units of national currency,Italy
A,P1Y,2007,TOTAL,MIO_NAC,IT,,18231.4,1,Annual,Annual,Year 2007,No data,All sectors,Million units of national currency,Italy
A,P1Y,2007,GOV,PC_GDP,EL,e,0.12,0.207,Annual,Annual,Year 2007,estimated,Government sector,Percentage of GDP,Greece
A,P1Y,2007,HES,PC_GDP,EL,e,0.28,0.483,Annual,Annual,Year 2007,estimated,Higher education sector,Percentage of GDP,Greece
A,P1Y,2007,PNP,PC_GDP,EL,e,0.01,0.017,Annual,Annual,Year 2007,estimated,Private non-profit sector,Percentage of GDP,Greece
A,P1Y,2007,TOTAL,PC_GDP,EL,e,0.58,1,Annual,Annual,Year 2007,estimated,All sectors,Percentage of GDP,Greece
A,P1Y,2007,PNP,PC_GDP,EU28,e,0.02,0.011,Annual,Annual,Year 2007,estimated,Private non-profit sector,Percentage of GDP,European Union
A,P1Y,2007,HES,PC_GDP,LU,e,0.05,0.031,Annual,Annual,Year 2007,estimated,Higher education sector,Percentage of GDP,Luxembourg
A,P1Y,2007,PNP,PPS_HAB_KP05,EL,e,1.7,0.012,Annual,Annual,Year 2007,estimated,Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Greece
A,P1Y,2007,GOV,MIO_EUR,EL,e,280.68,0.209,Annual,Annual,Year 2007,estimated,Government sector,Million euro,Greece
A,P1Y,2007,HES,MIO_EUR,EL,e,660.5,0.492,Annual,Annual,Year 2007,estimated,Higher education sector,Million euro,Greece
A,P1Y,2007,PNP,MIO_EUR,EL,e,16.9,0.013,Annual,Annual,Year 2007,estimated,Private non-profit sector,Million euro,Greece
A,P1Y,2007,TOTAL,MIO_EUR,EL,e,1341.6,1,Annual,Annual,Year 2007,estimated,All sectors,Million euro,Greece
A,P1Y,2007,HES,MIO_EUR,LU,e,17.6,0.03,Annual,Annual,Year 2007,estimated,Higher education sector,Million euro,Luxembourg
A,P1Y,2007,TOTAL,MIO_EUR,LU,e,591.6,1,Annual,Annual,Year 2007,estimated,All sectors,Million euro,Luxembourg
A,P1Y,2007,GOV,MIO_NAC,EL,e,280.68,0.209,Annual,Annual,Year 2007,estimated,Government sector,Million units of national currency,Greece
A,P1Y,2007,HES,MIO_NAC,EL,e,660.5,0.492,Annual,Annual,Year 2007,estimated,Higher education sector,Million units of national currency,Greece
A,P1Y,2007,PNP,MIO_NAC,EL,e,16.9,0.013,Annual,Annual,Year 2007,estimated,Private non-profit sector,Million units of national currency,Greece
A,P1Y,2007,TOTAL,MIO_NAC,EL,e,1341.6,1,Annual,Annual,Year 2007,estimated,All sectors,Million units of national currency,Greece
A,P1Y,2007,HES,MIO_NAC,LU,e,17.6,0.03,Annual,Annual,Year 2007,estimated,Higher education sector,Million units of national currency,Luxembourg
A,P1Y,2007,TOTAL,MIO_NAC,LU,e,591.6,1,Annual,Annual,Year 2007,estimated,All sectors,Million units of national currency,Luxembourg
A,P1Y,2010,PNP,PPS_HAB_KP05,DE,d,,,Annual,Annual,Year 2010,"definition differs, see metadata",Private non-profit sector,Purchasing Power Standard (PPS) per inhabitant at constant 2005 prices,Germany
A,P1Y,2010,PNP,PC_GDP,NL,d,,,Annual,Annual,Year 2010,"definition differs, see metadata",Private non-profit sector,Percentage of GDP,Netherlands
